Number,Latitude,Longitude,Title,Short_Desc,Image_Url,Cost,Size,Status,Category,Date,Occupant,Name,ParkName
575,61.34758931749133,-142.70648531249998,32860,BA MYK OPERATIONS PUMP HOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32860.jpg,"$31,217",96 Sq Ft,OPERATING,Pump/Well House,1996,NPS,BA MYK OPERATIONS PUMP HOUSE,
576,61.347642838541674,-142.70634118055557,32861,BA MYK OPERATIONS ROOT CELLAR,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32861.jpg,"$11,567",50 Sq Ft,OPERATING,General Bldg,1979,NPS,BA MYK OPERATIONS ROOT CELLAR,
577,61.34779689127606,-142.7057380284288,92603,BA MYK Op Cabin 01,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/92603.jpg,unknown,80 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,BA MYK Op Cabin 01,
578,61.34775348741317,-142.7054718500434,92605,BA MYK Op Cabin 02,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/92605.jpg,unknown,80 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,BA MYK Op Cabin 02,
579,61.34760288519965,-142.70534656249998,92606,BA MYK Op Cabin 03,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/92606.jpg,unknown,80 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,BA MYK Op Cabin 03,
580,61.34750645507813,-142.7051680425347,92607,BA MYK Op Cabin 04,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/92607.jpg,unknown,80 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,BA MYK Op Cabin 04,
581,61.34743083007811,-142.70504374240454,92608,BA MYK Op Cabin 05,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/92608.jpg,unknown,80 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,BA MYK Op Cabin 05,
582,61.34736793185766,-142.70525832790798,92609,BA MYK Op Cabin 06,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/92609.jpg,unknown,80 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,BA MYK Op Cabin 06,
583,61.34736598415799,-142.70559260742186,92611,BA MYK Op Cabin 07,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/92611.jpg,unknown,80 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,BA MYK Op Cabin 07,
584,61.347352595486086,-142.7060055078125,92612,BA MYK Op Cabin 08,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/92612.jpg,unknown,80 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,BA MYK OP CABIN 08,
585,61.48123873697915,-142.8852525390625,32646,BPKNHLX KENNECOTT OLD SCHOOL HOUSE (Shaw),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32646.jpg,"$768,095",963 Sq Ft,OPERATING,General Bldg,1914,NPS,BPKNHLX KENNECOTT OLD SCHOOL HOUSE (Shaw),
586,61.48115980468748,-142.88518798828125,85995,BPOH KENNECOTT OLD SCHOOL OUTHOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/85995.jpg,"$18,911",49 Sq Ft,OPERATING,Comfort Station,2003,NPS,BPOH KENNECOTT OLD SCHOOL OUTHOUSE,
587,61.482030254991344,-142.88630765407987,12013,BPKNHLX KENNECOTT RECREATION HALL,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12013.jpg,"$974,101","2,027 Sq Ft",OPERATING,Auditorium,1916,NPS,BPKNHLX KENNECOTT RECREATION HALL,
588,61.482179181857646,-142.88629298285588,82319,BPKNHLX KENNECOTT FIREHOSE HOUSE #3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/82319.jpg,"$13,871",36 Sq Ft,OPERATING,Shed/Outbuild,1920,NPS,BPKNHLX KENNECOTT FIREHOSE HOUSE #3,
589,61.482811038411455,-142.88721250434025,12011,BPKNHLX KENNECOTT SCHOOL HOUSE (New),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12011.jpg,"$925,223","1,160 Sq Ft",OPERATING,Serv/Shop/Maint,1916,NPS,BPKNHLX KENNECOTT SCHOOL HOUSE (New),
590,61.482922581380194,-142.88740811631942,36822,BQU KENNECOTT Support Bldg/Sleeping Cabins,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36822.jpg,"$446,264","1,008 Sq Ft",OPERATING,Housing-Support Bldg,1978,NPS,BQU KENNECOTT Support Bldg/Sleeping Cabins,
591,61.51603750868054,-144.43834169162326,32871,BA CHITINA ORR SHED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32871.jpg,"$41,641",180 Sq Ft,OPERATING,General Bldg,2002,NPS,BA CHITINA ORR SHED,
592,61.40893042643228,-143.04604358398439,110570,BPHO FIREWISE WAYSIDE OUTHOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110570.jpg,"$24,700",64 Sq Ft,OPERATING,Comfort Station,2007,NPS,BPHO FIREWISE WAYSIDE OUTHOUSE,
593,62.015441303168416,-145.35992017469619,36821,BQU CC QUARTERS SHOWER/BATH,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36821.jpg,"$57,746",192 Sq Ft,OPERATING,Housing-Support Bldg,2002,NPS,BQU CC QUARTERS SHOWER/BATH,
594,62.015470687934055,-145.35971438693576,32897,BQU CC QUARTERS KITCHEN,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32897.jpg,unknown,240 Sq Ft,OPERATING,Housing-Support Bldg,2002,NPS,BQU CC QUARTERS KITCHEN,
595,62.01558571397567,-145.3592502311198,36808,BQ CC SLEEPING CABIN 5 (Renumbered 5/09 prior #1),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36808.jpg,"$57,746",192 Sq Ft,OPERATING,Housing-Single Family,2001,NPS,BQ CC SLEEPING CABIN 5 (Renumbered 5/09 prior #1),
596,62.015574086371544,-145.359357218967,111786,BQ CC SLEEPING CABIN 4 (renumbered 5/09),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/111786.jpg,unknown,192 Sq Ft,OPERATING,Housing-Single Family,2007,NPS,BQ CC SLEEPING CABIN 4 (renumbered 5/09),
597,62.015545366753486,-145.3594628407118,115004,BQ CC SLEEPING CABIN 3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/115004.jpg,unknown,192 Sq Ft,OPERATING,Housing-Single Family,2008,NPS,BQ CC SLEEPING CABIN 3,
598,62.01939907226563,-145.3643298470052,32894,BA HQ RESOURCE BUILDING #1 (MARC),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32894.jpg,"$415,206",864 Sq Ft,OPERATING,Administrative,2002,NPS,BA HQ RESOURCE BUILDING #1 (MARC),
599,62.01970177517359,-145.36441909613714,32893,BA HQ UTILITY BUILDING,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32893.jpg,"$571,024","1,756 Sq Ft",OPERATING,Water Treatment,2001,NPS,BA HQ UTILITY BUILDING,
600,62.019973198784726,-145.36336233398438,32889,BPVC HQ VISITOR CENTER,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32889.jpg,"$5,583,246","7,000 Sq Ft",OPERATING,Visitor/Interp,2001,NPS,BPVC HQ VISITOR CENTER,
601,62.0202741753472,-145.36308300564235,32890,BP HQ EXHIBIT BUILDING,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32890.jpg,"$1,339,979","1,680 Sq Ft",OPERATING,Environ. Ed. Ctr,2001,NPS,BP HQ EXHIBIT BUILDING,
602,62.020090544704885,-145.36390408203124,32891,BP HQ THEATER,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32891.jpg,"$1,292,122","1,620 Sq Ft",OPERATING,Auditorium,2001,NPS,BP HQ THEATER,
603,62.01863433159724,-145.36374946831597,110950,ELECTRICAL SHED (CC Admin),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110950.jpg,"$16,909",52 Sq Ft,OPERATING,Serv/Shop/Maint,2001,NPS,ELECTRICAL SHED,
604,62.020796673177074,-145.36418980360244,110912,BP HQ BUS SHELTER,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110912.jpg,"$55,800",294 Sq Ft,OPERATING,Transport Bldg,2003,NPS,BP HQ BUS SHELTER,
605,62.020560890842034,-145.36339102105035,32888,BP HQ COMFORT STATION,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32888.jpg,"$459,091",816 Sq Ft,OPERATING,Comfort Station,2001,NPS,BP HQ COMFORT STATION,
606,62.020232116970476,-145.36419995225694,86005,BP HQ AHTNA CULTURAL CENTER,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/86005.jpg,"$1,928,612","2,418 Sq Ft",OPERATING,Cultural Center,2007,NPS,BP HQ AHTNA CULTURAL CENTER,
607,62.11122883246526,-145.54920423068577,32880,BA GMF EQUIPMENT SHED (Barn),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32880.jpg,"$470,784","2,035 Sq Ft",OPERATING,Shed/Outbuild,1994,NPS,BA GMF EQUIPMENT SHED (Barn),
608,62.11135871310762,-145.5491262402344,82636,BA GMF OPEN CONEX STORAGE SHED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/82636.jpg,"$370,149","1,600 Sq Ft",OPERATING,Storage,1995,NPS,BA GMF OPEN CONEX STORAGE SHED,
609,62.1113536295573,-145.54871936197915,32881,BA GMF FUEL STORAGE SHED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32881.jpg,"$113,821",492 Sq Ft,OPERATING,Storage,1995,NPS,BA GMF FUEL STORAGE SHED,
610,62.111320316840306,-145.54796157552084,56661,BA GMF TRAIL SHOP,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/56661.jpg,"$195,110",600 Sq Ft,OPERATING,Serv/Shop/Maint,2002,NPS,BA GMF TRAIL SHOP,
611,62.11133551649306,-145.54773613932292,32878,BA GMF WELLHOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32878.jpg,"$35,119",264 Sq Ft,OPERATING,Pump/Well House,1995,NPS,BA GMF WELLHOUSE,
612,62.11070938476564,-145.5493257530382,110939,BA GMF TOOL STORAGE SHED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110939.jpg,"$20,811",64 Sq Ft,OPERATING,Storage,2005,NPS,BA GMF TOOL STORAGE SHED,
613,62.11077832356773,-145.54817248155382,32884,BA GMF OPEN STORAGE SHED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32884.jpg,"$308,612","1,334 Sq Ft",OPERATING,Storage,1994,NPS,BA GMF OPEN STORAGE SHED,
614,62.111083808593776,-145.54855577582464,32896,BA CC Seasonal Housing Common Area Trailer,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32896.jpg,"$180,456",600 Sq Ft,OPERATING,Housing-Support Bldg,2002,NPS,BA Gravel Pit Trailer (previously GMF MAINTENANCE TRAILER),
615,62.110919189453114,-145.5491234982639,32885,BA GMF CARPENTRY AND MECHANICAL SHOP,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32885.jpg,"$2,438,857","5,075 Sq Ft",OPERATING,Serv/Shop/Maint,2000,NPS,BA GMF CARPENTRY AND MECHANICAL SHOP,
616,62.15540749240449,-145.45958149305557,32873,BA GULKANA HANGAR,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32873.jpg,"$2,210,590","4,600 Sq Ft",OPERATING,Serv/Shop/Maint,1986,NPS,BA GULKANA HANGAR,
617,62.69811846679687,-143.9195050954861,110916,Slana Freed Notell Motel,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110916.jpg,"$93,728",280 Sq Ft,OPERATING,Administrative,1966,NPS,Slana Freed Notell Motel,
618,62.697737571614596,-143.9186224012587,110918,Slana Freed Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110918.jpg,"$48,203",144 Sq Ft,OPERATING,Shed/Outbuild,1966,NPS,Slana Freed Shed,
619,62.69773350694442,-143.9185163812934,225396,Slana Freed Sleeping Cabana 1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/225396.jpg,unknown,192 Sq Ft,OPERATING,Housing-Single Family,2008,NPS,Slana Freed Sleeping Cabana 1,
620,62.69749996093748,-143.9181080392795,86505,BA SLANA FREED MAIN HOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/86505.jpg,unknown,672 Sq Ft,OPERATING,Housing-Support Bldg,1966,NPS,BA SLANA FREED MAIN HOUSE,
621,62.69760620659724,-143.9178838172743,110917,Slana Freed Barn,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110917.jpg,"$55,522",240 Sq Ft,EXCESS,Barn/Stable,1966,NPS,Slana Freed Barn,
622,62.6973984559462,-143.91779641493054,110915,Slana Freed Generator Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110915.jpg,"$33,313",144 Sq Ft,EXCESS,Barn/Stable,1966,NPS,Slana Freed Generator Shed,
623,62.697341636284705,-143.91798755533853,110914,Slana Freed  Chicken Coup,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110914.jpg,"$23,134",100 Sq Ft,OPERATING,Barn/Stable,1966,NPS,Slana Freed  chicken coop,
624,62.69797405381945,-143.91376919270834,110919,Slana Freed Marsh Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110919.jpg,"$48,203",144 Sq Ft,EXCESS,Administrative,1966,NPS,Slana Freed Marsh Cabin,
625,62.697377475043425,-143.91344095703124,114993,Slana Freed Upright Log Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/114993.jpg,"$50,211",150 Sq Ft,EXCESS,Shed/Outbuild,1966,NPS,Slana Freed Upright Log Cabin,
626,62.710172158203136,-143.98286309136284,110670,BPHO Slana Vault Toilet,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110670.jpg,"$18,911",49 Sq Ft,OPERATING,Administrative,2007,NPS,BPHO Slana Vault Toilet,
627,62.70962848741317,-143.98183716905385,12022,BPVC SLANA RANGER STATION AND VISITORS CENTER,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12022.jpg,"$1,196,409","1,500 Sq Ft",OPERATING,Administrative,1994,NPS,BPVC SLANA RANGER STATION AND VISITORS CENTER,
628,62.70940031684029,-143.98139132595486,32887,BA SLANA RANGER STATION GARAGE/SHOP,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32887.jpg,"$390,221","1,200 Sq Ft",OPERATING,Serv/Shop/Maint,1994,NPS,BA SLANA RANGER STATION GARAGE/SHOP,
629,62.709377825520846,-143.98186157986112,36802,BQ SLANA BUNKHOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36802.jpg,"$215,968",792 Sq Ft,OPERATING,Housing-Support Bldg,1984,NPS,BQ SLANA BUNKHOUSE,
630,62.7090807606337,-143.98129969509546,36812,"BQ SLANA SLEEPING CABIN 1, Lucy/Moose",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36812.jpg,"$43,187",120 Sq Ft,OPERATING,Housing-Single Family,2001,NPS,"BQ SLANA SLEEPING CABIN 1, Lucy/Moose",
631,62.70918003255207,-143.98132130859375,56662,BA SLANA FUEL STORAGE DOCK,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/56662.jpg,"$138,806",600 Sq Ft,OPERATING,General Bldg,2002,NPS,BA SLANA FUEL STORAGE DOCK,
632,62.70920328016496,-143.98169265625,111102,BQ  SLANA Sleeping Cabin #4,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/111102.jpg,unknown,192 Sq Ft,OPERATING,Housing-Multi-Unit,2009,NPS,BQ  SLANA Sleeping Cabin #4,
633,62.712453064236115,-143.9824416362847,36507,BQ SLANA RESIDENCE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36507.jpg,unknown,"1,168 Sq Ft",OPERATING,Housing-Single Family,1981,NPS,BQ SLANA RESIDENCE,
634,62.71227508572048,-143.98309205729169,36807,BQ SLANA RESIDENCE GARAGE/GENERATOR,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36807.jpg,"$115,492",384 Sq Ft,OPERATING,Housing-Support Bldg,1981,NPS,BQ SLANA RESIDENCE GARAGE/GENERATOR,
635,62.71240301106769,-143.98292055230036,36835,SLANA RESIDENCE SHED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36835.jpg,unknown,200 Sq Ft,OPERATING,Housing-Support Bldg,1981,NPS,SLANA RESIDENCE SHED,
636,62.712106970486104,-143.98207778971351,115023,Slana Residence Greenhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/115023.jpg,"$16,688",120 Sq Ft,EXCESS,Shed/Outbuild,1981,NPS,Slana Residence Greenhouse,
637,62.71221744900174,-143.9823046484375,115024,Slana Residence Sauna,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/115024.jpg,"$5,552",24 Sq Ft,EXCESS,Shed/Outbuild,1981,NPS,Slana Residence Sauna,
638,62.7090705533854,-143.98153131510418,36813,"BQ SLANA SLEEPING CABIN 2, Ricky/Caribou",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36813.jpg,"$43,187",120 Sq Ft,OPERATING,Housing-Single Family,2001,NPS,"BQ SLANA SLEEPING CABIN 2, Ricky/Caribou",
639,62.70913721137151,-143.98162851779512,36806,"BQ SLANA SLEEPING CABIN 3, Sheep",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36806.jpg,"$36,091",120 Sq Ft,OPERATING,Housing-Single Family,2001,NPS,"BQ SLANA SLEEPING CABIN 3, Sheep",
640,62.697100356987846,-143.91773232964408,110920,Slana Freed Dave's Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110920.jpg,"$96,406",288 Sq Ft,OPERATING,Storage,1966,NPS,Slana Freed Dave's Cabin,
641,62.019307578124995,-145.36394085069443,32895,BA HQ RESOURCE BUILDING #2 (WILD/MINING),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32895.jpg,"$696,816","1,450 Sq Ft",OPERATING,Administrative,2002,NPS,BA HQ RESOURCE BUILDING #2 (WILD/MINING),
642,62.0188266731771,-145.36412349283853,32892,BA HQ ADMINISTRATIVE MAIN OFFICE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32892.jpg,"$3,907,293","7,369 Sq Ft",OPERATING,Administrative,2001,NPS,BA HQ ADMINISTRATIVE MAIN OFFICE,
643,62.11069409613714,-145.54557704318577,38171,BQ GLENNALLEN DOI HOUSING B FOURPLEX,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/38171.jpg,unknown,"5,764 Sq Ft",OPERATING,Housing-Multi-Unit,1995,NPS,BQ GLENNALLEN DOI HOUSING B FOURPLEX,
644,61.43345015624999,-142.96635828776044,83646,BA MXY WEST SIDE GENERATOR SHED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/83646.jpg,"$62,435",192 Sq Ft,OPERATING,General Bldg,2005,NPS,BA MXY WEST SIDE GENERATOR SHED,
645,61.43326273328995,-142.96654510525173,86490,BQ MXY WEST SIDE SUPPORT BUILDING,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/86490.jpg,unknown,"1,320 Sq Ft",OPERATING,Housing-Support Bldg,2005,NPS,BQ MXY WEST SIDE SUPPORT BUILDING,
646,61.48284042860246,-142.88811852756078,36816,BQ KENNECOTT SLEEPING CABIN 4-(Cabana),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36816.jpg,"$28,791",80 Sq Ft,OPERATING,Housing-Single Family,2002,NPS,BQ KENNECOTT SLEEPING CABIN 4-(Cabana),
647,61.48287905273435,-142.8881113454861,36815,BQ KENNECOTT SLEEPING CABIN 3-(Cabana),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36815.jpg,"$28,791",80 Sq Ft,OPERATING,Housing-Single Family,2002,NPS,BQ KENNECOTT SLEEPING CABIN 3-(Cabana),
648,61.48291483181424,-142.88810156250003,36814,BQ KENNECOTT SLEEPING CABIN 2-(Cabana),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36814.jpg,"$28,791",80 Sq Ft,OPERATING,Housing-Single Family,2002,NPS,BQ KENNECOTT SLEEPING CABIN 2-(Cabana),
649,61.4829562207031,-142.88809534288197,36803,BQ KENNECOTT SLEEPING CABIN 1-(Cabana),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36803.jpg,"$24,060",80 Sq Ft,OPERATING,Housing-Single Family,2002,NPS,BQ KENNECOTT SLEEPING CABIN 1-(Cabana),
650,61.436575310329886,-142.96427944661457,36505,BPI MXY MCCARTHY ROAD INFO STATION KIOSK,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36505.jpg,"$40,169",120 Sq Ft,OPERATING,Visitor Cont Sta,2001,NPS,BPI MXY MCCARTHY ROAD INFO STATION KIOSK,
651,61.436516769748266,-142.96413831814237,106882,BPI MXY MCCARTHY ROAD INFO STATION,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/106882.jpg,"$92,268",192 Sq Ft,OPERATING,Visitor Cont Sta,2004,NPS,BPI MXY MCCARTHY ROAD INFO STATION,
652,61.43339590603301,-142.96731299696182,36804,BQ MXY WEST SIDE SEASONAL CABIN 1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36804.jpg,"$43,187",120 Sq Ft,OPERATING,Housing-Single Family,2002,NPS,BQ MXY WEST SIDE SEASONAL CABIN 1,
653,61.43311885199654,-142.9672977734375,81781,BQ MXY WEST SIDE SEASONAL CABIN 2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/81781.jpg,unknown,120 Sq Ft,OPERATING,Housing-Single Family,2005,NPS,BQ MXY WEST SIDE SEASONAL CABIN 2,
654,61.43294103841146,-142.96689228624132,110934,BQ WEST SIDE OUTHOUSE #1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110934.jpg,unknown,64 Sq Ft,OPERATING,Housing-Support Bldg,2007,NPS,BQ WEST SIDE OUTHOUSE #1,
655,61.43306388997394,-142.96651188042534,86487,BQ MXY WEST SIDE SEASONAL CABIN 3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/86487.jpg,unknown,192 Sq Ft,OPERATING,Housing-Single Family,2006,NPS,BQ MXY WEST SIDE SEASONAL CABIN 3,
656,61.43318729492188,-142.96615628038194,36811,BQ MXY WEST SIDE SEASONAL CABIN 4,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/36811.jpg,"$43,187",120 Sq Ft,OPERATING,Housing-Single Family,2006,NPS,BQ MXY WEST SIDE SEASONAL CABIN 4,
657,61.43303290907119,-142.96529289279516,86488,BQ MXY WEST SIDE SEASONAL CABIN 5,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/86488.jpg,unknown,120 Sq Ft,OPERATING,Housing-Single Family,2006,NPS,BQ MXY WEST SIDE SEASONAL CABIN 5,
658,61.432727265624976,-142.96503819769964,86489,BQ MXY WEST SIDE SEASONAL CABIN 6,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/86489.jpg,unknown,120 Sq Ft,OPERATING,Housing-Single Family,2006,NPS,BQ MXY WEST SIDE SEASONAL CABIN 6,
659,61.43299666775175,-142.96478951714408,110935,BQ MXY WEST SIDE OUTHOUSE #2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110935.jpg,unknown,64 Sq Ft,OPERATING,Housing-Support Bldg,2007,NPS,BQ MXY WEST SIDE OUTHOUSE #2,
660,61.43809352756074,-143.71954679253474,93448,BPOH Gilahina Trestle Vault Toilet,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/93448.jpg,"$24,700",64 Sq Ft,OPERATING,Comfort Station,2008,NPS,BPOH Gilahina Trestle Vault Toilet,
661,61.48704314344616,-144.0176949468316,93445,BPOH Kuskulana Bridge Vault Toilet,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/93445.jpg,"$24,700",64 Sq Ft,OPERATING,Comfort Station,2007,NPS,BPOH Kuskulana Bridge Vault Toilet,
662,61.51497635850694,-144.439268547092,110942,Chitina Wayside Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110942.jpg,"$46,312",120 Sq Ft,OPERATING,Comfort Station,2001,NPS,Chitina Wayside Outhouse,
663,61.51497468532989,-144.43816316948784,110941,Chitina Wayside Shelter,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/110941.jpg,"$115,396",608 Sq Ft,OPERATING,Transport Bldg,2001,NPS,Chitina Wayside Shelter,
664,61.48333184461808,-142.88779414713542,12014,BPKNHLX KENNECOTT STORE AND WAREHOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12014.jpg,"$11,150,540","13,980 Sq Ft",OPERATING,General Bldg,1917,NPS,BPKNHLX KENNECOTT STORE AND WAREHOUSE,
665,61.33134922417537,-142.67976682074652,11992,BPCX MAY CREEK POST OFFICE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/11992.jpg,unknown,195 Sq Ft,OPERATING,Lodging,1948,NPS,BPCX MAY CREEK POST OFFICE,
666,61.3315240028212,-142.6799018066406,115091,BA MAY CREEK POST OFFICE OUTHOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/115091.jpg,"$24,087",48 Sq Ft,OPERATING,Comfort Station,2002,NPS,BA MAY CREEK POST OFFICE OUTHOUSE,
667,61.33150309570311,-142.67604998480903,11993,BPC MAY CREEK AIRSTRIP PUBLIC USE CABIN,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/11993.jpg,unknown,192 Sq Ft,OPERATING,Lodging,2000,NPS,BPC MAY CREEK AIRSTRIP PUBLIC USE CABIN,
