Number,Latitude,Longitude,Title,Short_Desc,Image_Url,Cost,Size,Status,Category,Date,Occupant,Name,ParkName
472,63.43132475368924,-150.3120799045139,111419,Eielson Utility Building B200,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/111419.jpg,"$309,843","1,370 Sq Ft",OPERATING,Power Generating,2008,NPS,Eielson Utility Building,
473,63.54017954427081,-150.9823054264323,18903,Friday Creek Oil Shed B142,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18903.jpg,"$15,880",67 Sq Ft,EXCESS,Shed/Outbuild,1938,NPS,Friday Creek Oil Shed,B142
474,63.732322492404535,-148.92892049262153,107744,Front Country Water Treatment Building B577,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/107744.jpg,"$221,205",736 Sq Ft,OPERATING,Water Treatment,2006,NPS,Frontcountry Water Treatment Building,B577
475,63.5400272862413,-150.98193487304687,19114,Friday Creek North Cabin S209,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19114.jpg,"$69,023",232 Sq Ft,OPERATING,Housing-Single Family,1967,NPS,Q-209  Friday Creek Cabin S209,S209
476,63.53995546223956,-150.9820550108507,19113,Friday Creek Middle Cabin S208,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19113.jpg,"$69,023",232 Sq Ft,OPERATING,Housing-Single Family,1964,NPS,Q-208 Friday Creek Cabin S208,S208
477,63.53992051540797,-150.98231051215276,19112,Friday Creek Duplex S207 A & B,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19112.jpg,"$105,384",345 Sq Ft,OPERATING,Housing-Multi-Unit,1970,NPS,Q-207 Friday Creek Duplex S207 A & B,S207
478,63.457449611545144,-150.86652719401042,19137,Wonder Lake Campground Pump House B377,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19137.jpg,"$47,975",144 Sq Ft,OPERATING,Pump/Well House,1986,NPS,Wonder Lake Campground Well House B377,B377
479,63.7253829079861,-148.95897135199652,107268,Maintenance Fuel Tanker Building B576,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/107268.jpg,"$356,693","1,161 Sq Ft",OPERATING,General Bldg,2006,NPS,Maintnenance Fuel Tanker Building,B576
480,63.58063090603298,-148.95540498372395,18704,Riley Creek Cabin B20 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18704.jpg,"$125,721",204 Sq Ft,OPERATING,Lodging,1931,NPS,Riley Creek Patrol Cabin,B20
481,63.722727337239576,-149.473315859375,18711,Sanctuary Cabin S31 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18711.jpg,"$130,453",314 Sq Ft,OPERATING,Lodging,1925,NPS,Historic Sanctuary Cabin,S31
482,63.42135333333334,-150.44575666666665,18647,Thorofare Cabin B1 Eielson,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18647.jpg,"$55,773",181 Sq Ft,OPERATING,Lodging,1979,NPS,Thorofare Cabin B1 Eielson,B1
483,63.5578532573785,-149.78050430555555,18709,East Fork Upper Cabin S29 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18709.jpg,"$130,453",258 Sq Ft,OPERATING,Lodging,1929,NPS,Historic Upper East Fork Cabin,S29
484,63.53905497829862,-150.98482121961806,18925,Gallop Cabin S259 Kantishna,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18925.jpg,"$70,564",229 Sq Ft,OPERATING,Lodging,1981,NPS,Gallop Cabin,S259
485,63.52420033962676,-150.95893413194443,18713,Kantishna Roadhouse B40 Historic INACTIVE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18713.jpg,"$628,680","1,056 Sq Ft",INACTIVE,General Bldg,1919,NPS,Kantishna Roadhouse,B40
486,63.53981695312501,-150.98881769965277,18714,Quigley Cabin B42 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18714.jpg,"$397,826",587 Sq Ft,OPERATING,Visitor/Interp,1940,NPS,Quigley Cabin,B42
487,63.5196145496962,-150.74269138237847,18926,Parker Cabin B260 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18926.jpg,"$197,210",320 Sq Ft,OPERATING,Lodging,1969,NPS,Parker Cabin B260 Historic,B260
488,63.51574639431425,-150.90776148328993,88038,Kantishna North Face Corner SST B568,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88038.jpg,"$51,403",130 Sq Ft,OPERATING,Comfort Station,2004,NPS,Kantishna North Face Corner,B568
489,63.45406305555554,-150.86303694444445,18726,Wonder Lake Campground Comfort Station B76,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18726.jpg,"$257,082",315 Sq Ft,OPERATING,Serv/Shop/Maint,1955,NPS,Wonder Lake Campground Comfort Station B134,B134
490,63.45427999999998,-150.86424444444444,18839,Wonder Lake Campground Pit Toilet B131-2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18839.jpg,"$7,512",19 Sq Ft,OPERATING,Comfort Station,1935,NPS,Wonder Lake Campground Pit Toilet B131 OPEROBSO,B131
491,63.454087077908014,-150.8639595735677,18840,Wonder Lake Campground Pit Toilet B131-1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18840.jpg,"$7,512",19 Sq Ft,OPERATING,Comfort Station,1935,NPS,Wonder Lake Campground Pit Toilet B132 OPEROBSO,B132
492,63.52477097113717,-150.96501978624133,93699,Busia Cabin B556 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/93699.jpg,"$263,153",427 Sq Ft,OPERATING,Lodging,1910,NPS,Busia Cabin,B556
493,63.54453152343751,-150.9481185373264,18716,Kantishna Area Polywonder A-Frame B46 EXCESS,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18716.jpg,"$47,404",200 Sq Ft,EXCESS,General Bldg,1970,NPS,Kantishna Area Poly Wonder A-Frame,B46
494,63.609467499999994,-149.58548888888888,18708,Igloo Cabin S25 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18708.jpg,"$143,025",284 Sq Ft,OPERATING,Lodging,1928,NPS,Historic Igloo Cabin,S25
495,63.609480391710065,-149.58577036458334,18836,Igloo Cabin Pit Toilet B129,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18836.jpg,"$9,094",23 Sq Ft,OPERATING,Shed/Outbuild,1925,NPS,Igloo Cabin Pit Toilet,B129
496,63.79986680013019,-149.98304879882812,18653,East Fork Lower Patrol Cabin B9 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18653.jpg,"$251,443",408 Sq Ft,OPERATING,Lodging,1930,NPS,Lower East Fork Patrol Cabin,B9
497,63.73291849609376,-148.9353271799045,18938,Front Country Water Intake Building B325,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18938.jpg,"$44,241",163 Sq Ft,OPERATING,Water Treatment,1967,NPS,Frontcountry Water Intake Building,B325
498,62.32329777777778,-150.11088805555556,18919,Talkeetna Dorm S250,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18919.jpg,"$484,468","1,928 Sq Ft",OPERATING,Housing-Single Family,1989,NPS,Dormitory,S250
499,63.80019611111112,-150.25704083333332,18702,Toklat Lower Patrol Cabin B18 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18702.jpg,"$163,931",266 Sq Ft,OPERATING,Lodging,1931,NPS,Lower Toklat Patrol Cabin,B18
500,63.43983364908854,-148.88588346354166,18700,Windy Lower Cabin B15 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18700.jpg,"$191,664",311 Sq Ft,OPERATING,Lodging,1933,NPS,Lower Windy Patrol Cabin,B15
501,63.48510722222221,-150.62276416666666,18703,Moose Creek Cabin B19 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18703.jpg,"$162,698",264 Sq Ft,OPERATING,Lodging,1934,NPS,Moose Creek Cabin B19 Historic,B19
502,63.51539524197051,-150.0497256640625,18650,Pearson Cabin S4 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18650.jpg,"$73,286",140 Sq Ft,OPERATING,Housing-Single Family,1927,NPS,Q-004 Historic Pearson Cabin S4 Toklat,S4
503,63.435918042534695,-149.0265282465278,18651,Windy Upper Patrol Cabin B7 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18651.jpg,"$125,721",204 Sq Ft,OPERATING,Lodging,1931,NPS,Upper Windy Patrol Cabin,B7
504,63.722784867621556,-149.47322952690973,18835,Sanctuary Cabin Pit Toilet B128,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18835.jpg,"$7,512",19 Sq Ft,OPERATING,Shed/Outbuild,1925,NPS,Sanctuary Cabin Pit Toilet,B128
505,63.79811179904516,-149.3480843391927,18898,Savage Lower Patrol Cabin Pit Toilet B137,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18898.jpg,"$5,834",16 Sq Ft,OPERATING,Shed/Outbuild,1920,NPS,Lower Savage Cabin Pit Toilet,B137
506,63.557977846137135,-149.78038088975694,81314,East Fork Upper Cabin Pit Toilet B29-A,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/81314.jpg,"$9,885",25 Sq Ft,OPERATING,Shed/Outbuild,1929,NPS,Upper East Fork Cabin Pit Toilet,
507,63.467894085286446,-150.8421985297309,18922,"Dalle Molleville West Transient Quarters, S256",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18922.jpg,"$86,279",318 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,Q-256 Dalle Molleville Transient Quarters,S256
508,63.46783987955729,-150.8420423014323,56138,Dalle Molleville Middle Transient Quarters S255,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/56138.jpg,"$86,279",318 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,Q-255 Dalle MollevilleTransient Quarters S255,S255
509,63.467743604600685,-150.84180334309895,18921,Dalle Molleville Maintenance Building B254,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18921.jpg,"$272,195",817 Sq Ft,OPERATING,Serv/Shop/Maint,1999,NPS,Dalle-Molleville Maintenance Building,B254
510,63.45339572916669,-150.86265652452258,18841,Wonder Lake Campground Shelter #1 B133,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18841.jpg,"$61,447",316 Sq Ft,OPERATING,Shed/Outbuild,1935,NPS,Wonder Lake Campground Shelter #1 B133,B133
511,63.4534282877604,-150.86390747938367,18842,Wonder Lake Campground Comfort Station B134,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18842.jpg,"$171,842",446 Sq Ft,OPERATING,Comfort Station,1939,NPS,Wonder Lake Campground Comfort Station B134,B134
512,63.453035385199655,-150.86500416449653,18843,Wonder Lake Campground Shelter #2 B135,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18843.jpg,"$61,447",316 Sq Ft,OPERATING,Shed/Outbuild,1939,NPS,Wonder Lake Campground Shelter #2 B135,B135
513,62.32249218315974,-150.1171198687066,18918,"Talkeetna Walter Harper Ranger Station, B249",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18918.jpg,"$4,154,414","5,513 Sq Ft",OPERATING,Visitor/Interp,1995,NPS,Talkeetna Ranger Station,B249
514,63.7277363888889,-149.35693361111112,19158,Primrose North SST B387 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19158.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2005,CONCESSION,Primrose Comfort Station B387 Concessions,B387
515,63.72761416666668,-149.35696083333335,19159,Primrose South SST B388 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19159.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2005,CONCESSION,Primrose Comfort Station B388 Concessions,B388
516,63.43104046657987,-150.3114491612413,62098,Eielson Visitor Center B199,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/62098.jpg,"$6,677,993","8,172 Sq Ft",OPERATING,Visitor Cont Sta,2007,NPS,Eielson Visitor Center,
517,63.670968055555534,-149.58150111111112,18916,Teklanika Campground Food/Flamable Locker North Loop B247,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18916.jpg,"$54,514",230 Sq Ft,OPERATING,Comfort Station,1994,NPS,Teklanika Campground Comfort Station,B247
518,63.67017495876735,-149.58057821289063,18917,Teklanika Campground Food/Flamable Locker South Loop B248,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18917.jpg,"$54,514",230 Sq Ft,OPERATING,Comfort Station,1994,NPS,Teklanika Campground Food Locker B248,B248
519,63.66868681423614,-149.57895545138888,107857,Teklanika MSLC Field Camp SST B579,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/107857.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2006,NPS,Teklanika MSLC Field Camp SST B579,B579
520,63.66853087890627,-149.5788406532118,18747,Teklanika MSLC Camp Food Locker B608,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18747.jpg,"$16,117",68 Sq Ft,OPERATING,Administrative,1980,NPS,HQ Air Quality Station B93,B93
521,63.71540440429686,-149.25492084526908,113033,Mountain Vista SST B623-2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/113033.jpg,"$56,517",155 Sq Ft,OPERATING,Comfort Station,2009,NPS,Mountain Vista SST#2 REMOVED,
522,63.715076093749985,-149.2543264138455,113042,Mountain Vista SST B623-3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/113042.jpg,"$56,517",155 Sq Ft,OPERATING,Comfort Station,2009,NPS,Mountain Vista SST#3  REMOVED,
523,63.669446111111085,-149.57846583333333,19070,Teklanika Campground Generator Shed B369 OPEROBSO,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19070.jpg,"$31,650",95 Sq Ft,OPERATING,Shed/Outbuild,1995,NPS,Teklanika Campground Generator Shed B369 OPEROBSO,B369
524,63.66948335828994,-149.57844927734374,18725,Teklanika Campground Pump House B71,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18725.jpg,"$26,986",81 Sq Ft,OPERATING,Serv/Shop/Maint,1965,NPS,Teklanika Campground Pump House B71,B71
525,63.669629441189215,-149.57761217122396,18915,Teklanika Campground Bus Shelter B246,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18915.jpg,"$31,307",161 Sq Ft,OPERATING,Transport Bldg,1994,NPS,Teklanika Campground Bus Shelter,B246
526,63.72253833333332,-149.4734136111111,107858,Sanctuary Campground SST B580,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/107858.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2006,NPS,Sanctuary Campground SST,B580
527,63.71616111762154,-149.25958592881943,109863,Savage Campground North SST B587 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/109863.jpg,"$56,939",155 Sq Ft,OPERATING,Comfort Station,2007,CONCESSION,Savage CG North SST,B587
528,63.715030974392334,-149.25421204969618,113044,Mountain Vista SST B623-4,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/113044.jpg,"$56,517",155 Sq Ft,OPERATING,Comfort Station,2009,NPS,Mountain Vista SST#4 REMOVED,
529,63.522335133463514,-150.04398520833334,225964,Toklat River Rest Area Urinal B624,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/225964.jpg,"$81,677",224 Sq Ft,OPERATING,Comfort Station,2009,NPS,Toklat River Rest Area Urinal,
530,63.67009183919271,-149.5807422623698,225876,Teklanika Campground South Loop SST B629,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/225876.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2010,NPS,"Teklanika Campground SST's, 4 Units",
531,63.669876054687506,-149.57961008572047,225877,Teklanika Campground South Loop SST B625,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/225877.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2009,NPS,Teklanika Campground South Loop SST #2 REMOVED,
532,63.54032705403648,-150.99229063151043,114734,Kantishna Fuel Shed B611,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/114734.jpg,"$29,318",88 Sq Ft,OPERATING,Shed/Outbuild,2008,NPS,Kantishna Fuel Shed,
533,63.540071488715284,-150.98283257161458,236803,Friday Creek Greenhouse B633,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/236803.jpg,"$18,522",130 Sq Ft,OPERATING,Shed/Outbuild,2011,NPS,Friday Creek Greenhouse STW FY11,
534,63.539025181206625,-150.98505985243057,239468,Gallop Cabin Pit Toilet B259-A,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/239468.jpg,"$7,512",12 Sq Ft,OPERATING,Comfort Station,1980,NPS,Gallop Cabin outhouse,
535,63.52576821397571,-150.05038904730904,113014,Toklat Greenhouse (Upper) B613,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/113014.jpg,"$6,611",128 Sq Ft,OPERATING,Shed/Outbuild,2008,NPS,Toklat Greenhouse #1,
536,63.5266440625,-150.04916013020832,238563,Toklat Roads Storage Trailer B605,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/238563.jpg,"$37,923",160 Sq Ft,OPERATING,Shed/Outbuild,1980,NPS,Toklat Roads Storage Trailer,
537,63.526761950954835,-150.04923357421876,236916,Toklat Lumber Bay B615,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/236916.jpg,"$70,395",297 Sq Ft,OPERATING,Storage,1980,NPS,Polychrome Rest Stop Bus Shelter B89C REMOVED,
538,63.69421492404513,-149.5628736046007,236909,Teklanika Pit Fuel System Shed B628,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/236909.jpg,"$17,990",54 Sq Ft,OPERATING,Shed/Outbuild,1980,NPS,Teklanika Pit Fuel System Shed,
539,63.53993679036461,-150.98874886284722,114858,Quigley Cabin Shed B42A Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/114858.jpg,"$46,466",100 Sq Ft,OPERATING,Shed/Outbuild,1939,NPS,Quigley Cabin outbuilding,B42A
540,63.71521287760419,-149.2547655251736,113030,Mountain Vista Bus Shelter B619,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/113030.jpg,"$127,951",329 Sq Ft,OPERATING,Transport Bldg,2009,NPS,Bus Shelter,
541,63.714026215277784,-149.26334771484375,102787,Savage Campground South SST B575 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/102787.jpg,"$56,517",155 Sq Ft,OPERATING,Comfort Station,2005,CONCESSION,Savage CG South SST,B575
542,63.60927497612846,-149.58391105794271,110984,Igloo Campground SST B616,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/110984.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2008,NPS,Igloo Campground SST,
543,63.52712611002602,-150.0492749424913,231296,Toklat Recycle Building B627,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/231296.jpg,"$48,959",169 Sq Ft,OPERATING,Shed/Outbuild,2010,NPS,Toklat Recycle Building,
544,63.74012911675345,-149.29393721462674,113060,Savage River West Bus Shelter B618,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/113060.jpg,"$16,855",94 Sq Ft,OPERATING,Transport Bldg,2009,NPS,Savage River West Bus Shelter,B566
545,63.67119050672744,-149.58046596896702,225971,Teklanika Campground North Loop SST B630,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/225971.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2010,NPS,Teklanika Campground North Loop SST #3,
546,63.67090333224826,-149.58163124565974,225972,Teklanika Campground North Loop SST B632,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/225972.jpg,"$61,288",155 Sq Ft,OPERATING,Comfort Station,2010,NPS,Teklanika Campground North Loop SST #4,
547,63.65474550781249,-149.56813050564236,239461,Teklanika Rest Stop SST B631-4,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/239461.jpg,"$71,173",180 Sq Ft,OPERATING,Comfort Station,1980,NPS,Teklanika Rest Stop SST #4,
548,63.65464910264757,-149.5681505577257,239460,Teklanika Rest Stop SST B631-3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/239460.jpg,"$71,173",180 Sq Ft,OPERATING,Comfort Station,1980,NPS,Teklanika Rest Stop SST #3,
549,63.65455823676217,-149.5680844032118,239458,Teklanika Rest Stop SST B631-2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/239458.jpg,"$71,173",180 Sq Ft,OPERATING,Comfort Station,1980,NPS,Teklanika Rest Stop SST #2,
550,63.65448668619791,-149.56811472764758,18911,Teklanika Rest Stop ADA SST & Urinal B631-1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18911.jpg,"$201,275",552 Sq Ft,OPERATING,Comfort Station,1994,NPS,Teklanika Rest Stop ADA SST #1 & Urinal,
551,63.65422816189238,-149.56795559895832,239590,Teklanika Rest Stop Bus Shelter B245-2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/239590.jpg,"$15,750",81 Sq Ft,OPERATING,General Bldg,1980,NPS,Teklanika Rest Stop Bus Shelter #2,
552,63.65418004774307,-149.5676795659722,239591,Teklanika Rest Stop Bus Shelter B245-3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/239591.jpg,"$40,446",208 Sq Ft,OPERATING,General Bldg,1980,NPS,Teklanika Rest Stop Bus Shelter #3,
553,63.7311880034722,-148.89716646375868,110884,Riley Creek Campground Wolf Loop East SST B586 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/110884.jpg,"$61,257",155 Sq Ft,OPERATING,Comfort Station,2008,CONCESSION,Riley Creek CG Wolf Loop East SST,B586
554,56.763132734375006,-157.49255053819445,95897,ANM Outhouse for  Packers Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/ANIA/95897.jpg,"$11,424",25 Sq Ft,OPERATING,Comfort Station,1996,NPS,ANM Outhouse for  Packers Cabin,
555,56.76363773763023,-157.49113416015626,55722,REMOVED ANM Alaska Packers Storage Shed Ruin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/ANIA/55722.jpg,"$25,759",96 Sq Ft,REMOVED,Shed/Outbuild,1930,NPS,ANM Alaska Packers Storage Shed,
556,56.763552035590294,-157.49112842122395,43743,ANM Alaska Packers Cabin Aniakchak,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/ANIA/43743.jpg,"$208,974",784 Sq Ft,OPERATING,Administrative,1978,NPS,ANM Alaska Packers Cabin Aniakchak,
557,61.21719295464408,-149.88618784288195,111399,G US PARK SERVICE BUILDING (Alaska Reg Office),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/AKRO/111399.jpg,"$21,926,648","74,372 Sq Ft",OPERATING,Administrative,unknown,NPS,Alaska Regional Office Bldg,Alaska Regional Office Headquarters
558,61.222633996310776,-149.87851905924478,108529,G PROSPECTUS WAREHOUSE (AKRO Warehouse),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/AKRO/108529.jpg,"$1,419,285","10,000 Sq Ft",OPERATING,Warehouse,unknown,NPS,AKRO Warehouse,Alaska Regional Office Warehouse
559,61.17438646158854,-149.87929184895833,108518,G 5100 CORDOVA BLDG,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/AKRO/108518.jpg,"$917,138","4,887 Sq Ft",OPERATING,Communications,2006,NPS,AKR Radio (Comm) Shop,Radio Shop
560,58.556984752604194,-155.77949919270833,90879,BR-54 Propane/Dry Storage Bldg,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/90879.jpg,"$97,011",384 Sq Ft,OPERATING,Shed/Outbuild,1991,NPS,BR-54 Propane/Dry Storage Bldg,
561,58.5600204470486,-155.77745732096355,91425,BR-WS Campground Woodshed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/91425.jpg,"$8,084",32 Sq Ft,OPERATING,Shed/Outbuild,1976,NPS,BR-WS Campground Woodshed,
562,58.55653819227433,-155.77910965277778,90887,BR-R2 Remediation Bldg 2 - by Incinerator Bldg,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/90887.jpg,"$12,126",48 Sq Ft,OPERATING,Shed/Outbuild,1998,NPS,BR-R2 Remediation Bldg 2 - by Incinerator Bldg,
563,58.55769629448787,-155.7788597157118,95880,BR-SR Brooks Camp Spill Response Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95880.jpg,"$18,189",72 Sq Ft,OPERATING,Storage,1992,NPS,BR-SR Brooks Camp Spill Response Shed,
564,57.04949328125002,-135.3161121809896,68541,Romtec Restroom,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/68541.jpg,"$89,784",240 Sq Ft,OPERATING,Comfort Station,1995,NPS,Romtec Restroom,
565,57.04836696506078,-135.31853699761285,74593,Totem Carving Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/74593.jpg,"$161,457",720 Sq Ft,OPERATING,Cultural Center,2003,NPS,Totem Carving Shed,
566,57.048518792317736,-135.3184248643663,74578,Bally Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/74578.jpg,"$123,247",391 Sq Ft,OPERATING,Museum/Repositor,1990,NPS,Bally Building,
567,57.04862068901912,-135.3190427126736,64367,Sitka National Historical Park Visitor Center,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/64367.jpg,"$10,236,376","13,240 Sq Ft",OPERATING,Visitor/Interp,1965,NPS,Sitka National Historical Park Visitor Center,
568,57.05144117947049,-135.33120969943576,64372,Russian Bishop's House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/64372.jpg,"$10,428,394","7,800 Sq Ft",OPERATING,Museum/Repositor,1973,NPS,Russian Bishop's House,
569,57.05148499240454,-135.33082017144096,64540,The Old School,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/64540.jpg,"$686,694","1,399 Sq Ft",OPERATING,Administrative,1986,NPS,The Old School,
570,57.05149907552084,-135.33170800238713,64374,Priests' Quarters,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/64374.jpg,"$799,355","1,651 Sq Ft",OPERATING,Administrative,1986,NPS,Priests' Quarters,
571,61.34776236979167,-142.70649508138018,115098,BA MAY CREEK OPERATIONS LODGE FIREWOOD CACHE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/115098.jpg,unknown,42 Sq Ft,OPERATING,Housing-Support Bldg,1978,NPS,BA MAY CREEK OPERATIONS LODGE FIREWOOD CACHE,
572,61.347751172960045,-142.7061396061198,32858,BA MAY CREEK OPERATIONS LODGE/CABINS,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32858.jpg,"$388,928","1,338 Sq Ft",OPERATING,Housing-Multi-Unit,1979,NPS,BA MAY CREEK OPERATIONS LODGE/CABINS,
573,61.34766608723959,-142.70661471679688,32859,BA MYK OPERATIONS GENERATOR SHED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32859.jpg,"$45,525",140 Sq Ft,OPERATING,Power Generating,1982,NPS,BA MYK OPERATIONS GENERATOR SHED,
574,61.3474726215278,-142.70703035373265,32862,BA MYK OPERATIONS SHOP,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/32862.jpg,"$158,786",360 Sq Ft,OPERATING,Serv/Shop/Maint,1982,NPS,BA MYK OPERATIONS SHOP,
